Teil der Merit-Order?;MaStR-Nr. ;ÜNB;Status;Anlagenbetreiber;Anzeige-Name;PLZ der Einheit;Ort der Einheit;"Straße und Hausnummer
der Einheit";Bundesland der Einheit;Datum der erstmaligen Inbetriebnahme der Einheit;Energieträger;Hauptbrennstoff;Auswertung Energieträger;Wärmeauskopplung (KW) ja/nein;Technologie der Stromerzeugung;Angenommener Hauptenergieträger ;Zuordnung Kraftwerkstyp;Effizienz;Quelle Effizienz;Bruttoleistung [MW];"Netto-Nennleistung
(elektrische Wirkleistung) [MW]";"Mittlere verfügbare
Netto-Nennleistung [MW]";Brennstoffkosten (inkl. Transport) [EUR/MWHth];Grenzkosten [EUR/MWHel]
Ja;SEE964073339897;50Hertz;In Betrieb;Stadtwerke - Altmärkische Gas-, Wasser-und Elektrizitätswerke GmbH Stendal;Heizkraftwerk Stendal;39576;Stendal;Schillerstraße ;Sachsen-Anhalt;43442;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Verbrennungsmotor;Erdgas;GuD;0,3784;OPSD (2020);13,45;13,21;11,4927;40,69;145,8693182
Ja;SEE978888539755;50Hertz;In Betrieb;Stadtwerke Cottbus GmbH;Mittel-Niederdruckdampfturbine;03052;Cottbus;Werner-von-Siemens-Straße 16;Brandenburg;36242;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Kondensationsmaschine mit Entnahme;Erdgas;GuD;0,4;OPSD (2020);48,9;45;39,15;40,69;138,073375
Ja;SEE911129038174;50Hertz;In Betrieb;Stadtwerke Cottbus GmbH;BHKW-Anlage;03052;Cottbus;Werner-von-Siemens-Straße 16;Brandenburg;44819;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Verbrennungsmotor;Erdgas;GuD;0,63;Annahme basierend auf DIW (2014);53,916;53,481;46,52847;40,69;88,21325397
Ja;SEE946069613440;50Hertz;In Betrieb;Stadtwerke Frankfurt (Oder) GmbH;HKW FFO GM1;15236;Frankfurt;Am Hohen Feld 4;Brandenburg;44652;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Verbrennungsmotor;Erdgas;GuD;0,48;https://www.man-es.com/energy-storage/products/gas-fuel-engines ;10,423;10,3584;9,011808;40,69;115,3111458
Ja;SEE969511682320;50Hertz;In Betrieb;Stadtwerke Frankfurt (Oder) GmbH;HKW FFO GM2;15236;Frankfurt;Am Hohen Feld 4;Brandenburg;44652;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Verbrennungsmotor;Erdgas;GuD;0,48;https://www.man-es.com/energy-storage/products/gas-fuel-engines ;10,423;10,3584;9,011808;40,69;115,3111458
Ja;SEE937997291855;50Hertz;In Betrieb;Stadtwerke Frankfurt (Oder) GmbH;HKW FFO GM3;15236;Frankfurt;Am Hohen Feld 4;Brandenburg;44652;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Verbrennungsmotor;Erdgas;GuD;0,48;https://www.man-es.com/energy-storage/products/gas-fuel-engines;10,423;10,3584;9,011808;40,69;115,3111458
Ja;SEE900549498521;50Hertz;In Betrieb;Stadtwerke Frankfurt (Oder) GmbH;HKW FFO GM4;15236;Frankfurt;Am Hohen Feld 4;Brandenburg;44652;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Verbrennungsmotor;Erdgas;GuD;0,48;https://www.man-es.com/energy-storage/products/gas-fuel-engines;10,423;10,3584;9,011808;40,69;115,3111458
Ja;SEE939848582457;50Hertz;In Betrieb;Stadtwerke Frankfurt (Oder) GmbH;HKW FFO GM5;15236;Frankfurt;Am Hohen Feld 4;Brandenburg;44652;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Verbrennungsmotor;Erdgas;GuD;0,48;https://www.man-es.com/energy-storage/products/gas-fuel-engines ;10,423;10,3584;9,011808;40,69;115,3111458
Ja;SEE955310827123;50Hertz;In Betrieb;Stadtwerke Leipzig GmbH;Heizkraftwerk Leipzig Nord DT8B;04105;Leipzig;Eutritzscher Straße 14b;Sachsen;44713;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,42;https://www.leipziger-industriekultur.de/heizkraftwerknord/;25,743;25,249;21,96663;40,69;131,569881
Ja;SEE986249505394;50Hertz;In Betrieb;Stadtwerke Leipzig GmbH;Heizkraftwerk Leipzig Nord DT8C;04105;Leipzig;Eutritzscher Straße 14b;Sachsen;44713;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,42;https://www.leipziger-industriekultur.de/heizkraftwerknord/;26,11;25,609;22,27983;40,69;131,569881
Ja;SEE923244371197;50Hertz;In Betrieb;Stadtwerke Leipzig GmbH;Heizkraftwerk Leipzig Nord GT81;04105;Leipzig;Eutritzscher Straße 14 b;Sachsen;35100;Erdgas;;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,585;OPSD (2020);64,783;63,54;55,2798;40,69;94,38350427
Ja;SEE936196276359;50Hertz;In Betrieb;Stadtwerke Leipzig GmbH;Heizkraftwerk Leipzig Nord GT82;04105;Leipzig;Eutritzscher Straße 14b;Sachsen;40179;Erdgas;;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,585;OPSD (2020);65,867;64,603;56,20461;40,69;94,38350427
Ja;SEE980915157566;50Hertz;In Betrieb;Stadtwerke Leipzig GmbH;Heizkraftwerk Leipzig Süd GTA 9B;04279;Leipzig;Bornaische Straße 120;Sachsen;44868;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,432;Annahme basierend auf DIW (2014);66,465;66,02;57,4374;40,69;127,9568287
Ja;SEE918609979057;50Hertz;In Betrieb;Stadtwerke Leipzig GmbH;Heizkraftwerk Leipzig Süd GTA 9A;04279;Leipzig;Bornaische Straße 120;Sachsen;44868;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,432;Annahme basierend auf DIW (2014);66,766;66,321;57,69927;40,69;127,9568287
Ja;SEE916662059105;50Hertz;In Betrieb;Stadtwerke Rostock Aktiengesellschaft;GuD-Block 1;18069;Rostock;Schmarler Damm 5;Mecklenburg-Vorpommern;35229;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,522;OPSD (2020);37;36;31,32;40,69;105,6539272
Ja;SEE942226311273;50Hertz;In Betrieb;Stadtwerke Rostock Aktiengesellschaft;GuD-Block 2;18069;Rostock;Schmarler Damm 5;Mecklenburg-Vorpommern;35292;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,522;OPSD (2020);37;36;31,32;40,69;105,6539272
Ja;SEE908746529123;50Hertz;In Betrieb;Stadtwerke Rostock Aktiengesellschaft;GuD-Block 3;18069;Rostock;Schmarler Damm 5;Mecklenburg-Vorpommern;35339;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,522;OPSD (2020);37;36;31,32;40,69;105,6539272
Ja;SEE987361570932;50Hertz;In Betrieb;StWB Stadtwerke Brandenburg an der Havel;HKW BRB;14772;Brandenburg;Upstallstraße 9;Brandenburg;35667;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit Abhitzekessel;Erdgas;GuD;0,3817;OPSD (2020);36,96;36,8;32,016;40,69;144,6211685
Ja;SEE908964165929;50Hertz;In Betrieb;SWE Energie GmbH;T-DT;99087;Erfurt;Stotternheimer Straße 40;Thüringen;44562;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,63;Annahme basierend auf DIW (2014);10,5;10,5;9,135;40,69;88,21325397
Ja;SEE915645322953;50Hertz;In Betrieb;SWE Energie GmbH;GT 1;99087;Erfurt;Stotternheimer Straße 40;Thüringen;36511;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,54;Annahme basierend auf DIW (2014);23,914;23;20,01;40,69;102,165463
Ja;SEE924373150776;50Hertz;In Betrieb;SWE Energie GmbH;GT 2;99087;Erfurt;Stotternheimer Straße 40;Thüringen;36511;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,54;Annahme basierend auf DIW (2014);23,914;23;20,01;40,69;102,165463
Ja;SEE997242656822;50Hertz;In Betrieb;SWE Energie GmbH;GT 3;99087;Erfurt;Stotternheimer Straße 40;Thüringen;41908;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gasturbinen mit nachgeschalteter Dampfturbine;Erdgas;Gasturbine;0,364;OPSD (2020);33,77;33;28,71;40,69;151,0806319
Ja;SEE959229794460;50Hertz;In Betrieb;SWE Energie GmbH;DT;99087;Erfurt;Stotternheimer Straße 40;Thüringen;36511;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Gegendruckmaschine mit Entnahme;Erdgas;GuD;0,4;eigene Annahme;34;34;29,58;40,69;138,073375
Ja;SEE901246020381;50Hertz;In Betrieb;TEAG Thüringer Energie AG;Gasmotor Bad Salzungen;36433;Bad Salzungen;Langenfelder Straße 82;Thüringen;43438;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Verbrennungsmotor;Erdgas;GuD;0,4048;OPSD (2020);10,051;10,003;8,70261;40,69;136,4539279
Ja;SEE988601422752;50Hertz;In Betrieb;TEAG Thüringer Energie AG;Gasmotor 1 Jena;07745;Jena;Rudolstädter Straße 41;Thüringen;44869;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Verbrennungsmotor;Erdgas;GuD;0,63;Annahme basierend auf DIW (2014);12,616;12,175;10,59225;40,69;88,21325397
Ja;SEE936473203580;50Hertz;In Betrieb;TEAG Thüringer Energie AG;Gasmotor 2 Jena;07745;Jena;Rudolstädter Straße 41;Thüringen;44876;Erdgas;Erdgas, Erdölgas;Erdgas;Ja;Verbrennungsmotor;Erdgas;GuD;0,63;Annahme basierend auf DIW (2014);12,616;12,175;10,59225;40,69;88,21325397
